"ID number","Word","Part of Speech","CEFR","Points","","","",""
"2164","exclude","Verb","“B1”","4","","","",""
"2165","estimate","Verb","“B1”","4","","","",""
"2166","existence","Noun","“B1”","4","","","",""
"2167","inspire","Verb","“B1”","4","","","",""
"2168","subsequent","Adjective","“B1”","4","","","",""
"2169","pursue","Verb","“B1”","4","","","",""
"2170","desire","Noun","“B1”","4","","","",""
"2171","evaluate","Verb","“B1”","4","","","",""
"2172","politics","Noun","“B1”","4","","","",""
"2173","experiment","Noun","“B1”","4","","","",""
"2174","climate","Noun","“B1”","4","","","",""
"2175","restore","Verb","“B1”","4","","","",""
"2176","graduate","Noun","“B1”","4","","","",""
"2177","historic","Adjective","“B1”","4","","","",""
"2178","proud","Adjective","“B1”","4","","","",""
"2179","insight","Noun","“B1”","4","","","",""
"2180","participation","Noun","“B1”","4","","","",""
"2181","negative","Adjective","“B1”","4","","","",""
"2182","promotion","Noun","“B1”","4","","","",""
"2183","invest","Verb","“B1”","4","","","",""
"2184","competitive","Adjective","“B1”","4","","","",""
"2185","deny","Verb","“B1”","4","","","",""
"2186","fundamental","Adjective","“B1”","4","","","",""
"2187","diverse","Adjective","“B1”","4","","","",""
"2188","minimum","Adjective","“B1”","4","","","",""
"2189","classic","Adjective","“B1”","4","","","",""
"2190","collaboration","Noun","“B1”","4","","","",""
"2191","archive","Noun","“B1”","4","","","",""
"2192","mission","Noun","“B1”","4","","","",""
"2193","judgement","Noun","“B1”","4","","","",""
"2194","resolution","Noun","“B1”","4","","","",""
"2195","primarily","Adverb","“B1”","4","","","",""
"2196","interaction","Noun","“B1”","4","","","",""
"2197","contrast","Noun","“B1”","4","","","",""
"2198","impose","Verb","“B1”","4","","","",""
"2199","journal","Noun","“B1”","4","","","",""
"2200","pilot","Noun","“B1”","4","","","",""
"2201","server","Noun","“B1”","4","","","",""
"2202","hence","Adverb","“B1”","4","","","",""
"2203","establishment","Noun","“B1”","4","","","",""
"2204","interpretation","Noun","“B1”","4","","","",""
"2205","arrival","Noun","“B1”","4","","","",""
"2206","Christianity","Noun","“B1”","4","","","",""
"2207","chief","Adjective","“B1”","4","","","",""
"2209","integrate","Verb","“B1”","4","","","",""
"2210","availability","Noun","“B1”","4","","","",""
"2211","discipline","Noun","“B1”","4","","","",""
"2212","finance","Noun","“B1”","4","","","",""
"2213","derive","Verb","“B1”","4","","","",""
"2214","leadership","Noun","“B1”","4","","","",""
"2217","entertainment","Noun","“B1”","4","","","",""
"2218","operator","Noun","“B1”","4","","","",""
"2220","sustainable","Adjective","“B1”","4","","","",""
"2221","justice","Noun","“B1”","4","","","",""
"2222","launch","Noun","“B1”","4","","","",""
"2223","heat","Noun","“B1”","4","","","",""
"2224","seminar","Noun","“B1”","4","","","",""
"2225","observation","Noun","“B1”","4","","","",""
"2226","loan","Noun","“B1”","4","","","",""
"2227","metal","Noun","“B1”","4","","","",""
"2228","ordinary","Adjective","“B1”","4","","","",""
"2229","disabled","Adjective","“B1”","4","","","",""
"2230","noise","Noun","“B1”","4","","","",""
"2231","coast","Noun","“B1”","4","","","",""
"2232","mix","Noun","“B1”","4","","","",""
"2233","surprise","Noun","“B1”","4","","","",""
"2234","minister","Noun","“B1”","4","","","",""
"2235","wave","Noun","“B1”","4","","","",""
"2236","storage","Noun","“B1”","4","","","",""
"2237","attack","Verb","“B1”","4","","","",""
"2238","talent","Noun","“B1”","4","","","",""
"2239","definitely","Adverb","“B1”","4","","","",""
"2240","severe","Adjective","“B1”","4","","","",""
"2241","wild","Adjective","“B1”","4","","","",""
"2242","beauty","Noun","“B1”","4","","","",""
"2243","superb","Adjective","“B1”","4","","","",""
"2244","dedicate","Verb","“B1”","4","","","",""
"2245","transform","Verb","“B1”","4","","","",""
"2246","sequence","Noun","“B1”","4","","","",""
"2247","command","Noun","“B1”","4","","","",""
"2248","certificate","Noun","“B1”","4","","","",""
"2249","parking","Noun","“B1”","4","","","",""
"2250","remote","Adjective","“B1”","4","","","",""
"2251","fuel","Noun","“B1”","4","","","",""
"2252","railway","Noun","“B1”","4","","","",""
"2253","step","Verb","“B1”","4","","","",""
"2254","bind","Verb","“B1”","4","","","",""
"2256","religion","Noun","“B1”","4","","","",""
"2258","judge","Verb","“B1”","4","","","",""
"2259","female","Adjective","“B1”","4","","","",""
"2260","soul","Noun","“B1”","4","","","",""
"2261","climb","Verb","“B1”","4","","","",""
"2262","cross","Noun","“B1”","4","","","",""
"2263","coach","Noun","“B1”","4","","","",""
"2264","pleasure","Noun","“B1”","4","","","",""
"2265","switch","Verb","“B1”","4","","","",""
"2267","confident","Adjective","“B1”","4","","","",""
"2268","prospect","Noun","“B1”","4","","","",""
"2269","proceed","Verb","“B1”","4","","","",""
"2270","favour","Noun","“B1”","4","","","",""
"2271","guess","Verb","“B1”","4","","","",""
"2272","fashion","Noun","“B1”","4","","","",""
"2273","variation","Noun","“B1”","4","","","",""
"2274","medicine","Noun","“B1”","4","","","",""
"2275","deserve","Verb","“B1”","4","","","",""
"2276","crisis","Noun","“B1”","4","","","",""
"2277","illness","Noun","“B1”","4","","","",""
"2279","whereas","Conjunction","“B1”","4","","","",""
"2280","vote","Verb","“B1”","4","","","",""
"2281","reply","Noun","“B1”","4","","","",""
"2282","roof","Noun","“B1”","4","","","",""
"2283","cope","Verb","“B1”","4","","","",""
"2284","museum","Noun","“B1”","4","","","",""
"2285","army","Noun","“B1”","4","","","",""
"2286","hardly","Adverb","“B1”","4","","","",""
"2287","sum","Noun","“B1”","4","","","",""
"2288","labour","Noun","“B1”","4","","","",""
"2289","calculate","Verb","“B1”","4","","","",""
"2290","victory","Noun","“B1”","4","","","",""
"2291","cancer","Noun","“B1”","4","","","",""
"2292","citizen","Noun","“B1”","4","","","",""
"2293","general","Noun","“B1”","4","","","",""
"2294","mix","Verb","“B1”","4","","","",""
"2295","thinking","Noun","“B1”","4","","","",""
"2296","predict","Verb","“B1”","4","","","",""
"2297","question","Verb","“B1”","4","","","",""
"2298","painting","Noun","“B1”","4","","","",""
"2299","reply","Verb","“B1”","4","","","",""
"2300","relief","Noun","“B1”","4","","","",""
"2301","designer","Noun","“B1”","4","","","",""
"2302","constantly","Adverb","“B1”","4","","","",""
"2303","escape","Verb","“B1”","4","","","",""
"2304","replacement","Noun","“B1”","4","","","",""
"2305","nevertheless","Adverb","“B1”","4","","","",""
"2306","revise","Verb","“B1”","4","","","",""
"2307","weapon","Noun","“B1”","4","","","",""
"2308","district","Noun","“B1”","4","","","",""
"2309","tough","Adjective","“B1”","4","","","",""
"2310","studio","Noun","“B1”","4","","","",""
"2311","alter","Verb","“B1”","4","","","",""
"2312","slowly","Adverb","“B1”","4","","","",""
"2313","taste","Noun","“B1”","4","","","",""
"2314","border","Noun","“B1”","4","","","",""
"2315","vote","Noun","“B1”","4","","","",""
"2316","packed","Adjective","“B1”","4","","","",""
"2317","passenger","Noun","“B1”","4","","","",""
"2318","advertising","Noun","“B1”","4","","","",""
"2319","struggle","Verb","“B1”","4","","","",""
"2320","hopefully","Adverb","“B1”","4","","","",""
"2321","mount","Verb","“B1”","4","","","",""
"2322","yet","Conjunction","“B1”","4","","","",""
"2323","opposition","Noun","“B1”","4","","","",""
"2324","supporter","Noun","“B1”","4","","","",""
"2325","farmer","Noun","“B1”","4","","","",""
"2326","producer","Noun","“B1”","4","","","",""
"2327","retire","Verb","“B1”","4","","","",""
"2328","enemy","Noun","“B1”","4","","","",""
"2329","locally","Adverb","“B1”","4","","","",""
"2330","defend","Verb","“B1”","4","","","",""
"2331","metre","Noun","“B1”","4","","","",""
"2332","statistics","Noun","“B1”","4","","","",""
"2333","roll","Verb","“B1”","4","","","",""
"2334","upper","Adjective","“B1”","4","","","",""
"2335","yard","Noun","“B1”","4","","","",""
"2336","violence","Noun","“B1”","4","","","",""
"2337","nurse","Noun","“B1”","4","","","",""
"2338","overcome","Verb","“B1”","4","","","",""
"2339","savings","Noun","“B1”","4","","","",""
"2340","rating","Noun","“B1”","4","","","",""
"2341","impression","Noun","“B1”","4","","","",""
"2342","hearing","Noun","“B1”","4","","","",""
"2344","warning","Noun","“B1”","4","","","",""
"2345","column","Noun","“B1”","4","","","",""
"2346","reserve","Verb","“B1”","4","","","",""
"2347","witness","Noun","“B1”","4","","","",""
"2348","progress","Verb","“B1”","4","","","",""
"2349","abroad","Adverb","“B1”","4","","","",""
"2350","perfectly","Adverb","“B1”","4","","","",""
"2351","directory","Noun","“B1”","4","","","",""
"2352","label","Noun","“B1”","4","","","",""
"2353","disappear","Verb","“B1”","4","","","",""
"2354","exercise","Verb","“B1”","4","","","",""
"2355","passage","Noun","“B1”","4","","","",""
"2357","festival","Noun","“B1”","4","","","",""
"2358","debt","Noun","“B1”","4","","","",""
"2359","newsletter","Noun","“B1”","4","","","",""
"2360","meanwhile","Adverb","“B1”","4","","","",""
"2361","acceptable","Adjective","“B1”","4","","","",""
"2362","sort","Verb","“B1”","4","","","",""
"2363","monthly","Adjective","“B1”","4","","","",""
"2364","convince","Verb","“B1”","4","","","",""
"2365","Olympic","Adjective","“B1”","4","","","",""
"2366","lift","Verb","“B1”","4","","","",""
"2367","close","Adverb","“B1”","4","","","",""
"2369","therapy","Noun","“B1”","4","","","",""
"2370","naturally","Adverb","“B1”","4","","","",""
"2371","narrow","Adjective","“B1”","4","","","",""
"2372","quantity","Noun","“B1”","4","","","",""
"2373","restriction","Noun","“B1”","4","","","",""
"2374","crew","Noun","“B1”","4","","","",""
"2375","cool","Adjective","“B1”","4","","","",""
"2376","score","Verb","“B1”","4","","","",""
"2377","sensitive","Adjective","“B1”","4","","","",""
"2378","processing","Noun","“B1”","4","","","",""
"2379","pace","Noun","“B1”","4","","","",""
"2380","reliable","Adjective","“B1”","4","","","",""
"2381","dress","Verb","“B1”","4","","","",""
"2382","occasionally","Adverb","“B1”","4","","","",""
"2383","Scot","Noun","“B1”","4","","","",""
"2384","click","Verb","“B1”","4","","","",""
"2385","mail","Noun","“B1”","4","","","",""
"2386","reception","Noun","“B1”","4","","","",""
"2388","repair","Noun","“B1”","4","","","",""
"2389","weak","Adjective","“B1”","4","","","",""
"2390","northern","Adjective","“B1”","4","","","",""
"2391","shape","Verb","“B1”","4","","","",""
"2392","stand","Noun","“B1”","4","","","",""
"2393","trust","Verb","“B1”","4","","","",""
"2394","signal","Noun","“B1”","4","","","",""
"2396","poverty","Noun","“B1”","4","","","",""
"2397","translate","Verb","“B1”","4","","","",""
"2398","temporary","Adjective","“B1”","4","","","",""
"2399","wheel","Noun","“B1”","4","","","",""
"2400","fine","Noun","“B1”","4","","","",""
"2401","male","Adjective","“B1”","4","","","",""
"2402","justify","Verb","“B1”","4","","","",""
"2403","camp","Noun","“B1”","4","","","",""
"2404","philosophy","Noun","“B1”","4","","","",""
"2405","circle","Noun","“B1”","4","","","",""
"2406","judge","Noun","“B1”","4","","","",""
"2407","touch","Verb","“B1”","4","","","",""
"2408","virtually","Adverb","“B1”","4","","","",""
"2410","proceedings","Noun","“B1”","4","","","",""
"2412","fight","Noun","“B1”","4","","","",""
"2413","conventional","Adjective","“B1”","4","","","",""
"2415","drop","Noun","“B1”","4","","","",""
"2416","marriage","Noun","“B1”","4","","","",""
"2417","draft","Noun","“B1”","4","","","",""
"2418","insist","Verb","“B1”","4","","","",""
"2419","personally","Adverb","“B1”","4","","","",""
"2420","recall","Verb","“B1”","4","","","",""
"2421","row","Noun","“B1”","4","","","",""
"2422","leisure","Noun","“B1”","4","","","",""
"2423","interpret","Verb","“B1”","4","","","",""
"2424","separate","Verb","“B1”","4","","","",""
"2425","in","Adverb","“B1”","4","","","",""
"2426","string","Noun","“B1”","4","","","",""
"2427","till","Preposition","“B1”","4","","","",""
"2428","jump","Verb","“B1”","4","","","",""
"2429","booking","Noun","“B1”","4","","","",""
"2430","comfort","Noun","“B1”","4","","","",""
"2431","rarely","Adverb","“B1”","4","","","",""
"2432","struggle","Noun","“B1”","4","","","",""
"2433","quote","Noun","“B1”","4","","","",""
"2434","left","Adjective","“B1”","4","","","",""
"2435","track","Verb","“B1”","4","","","",""
"2436","herself","Pronoun","“B1”","4","","","",""
"2437","actor","Noun","“B1”","4","","","",""
"2438","ride","Verb","“B1”","4","","","",""
"2439","camp","Adjective","“B1”","4","","","",""
"2440","airport","Noun","“B1”","4","","","",""
"2441","being","Noun","“B1”","4","","","",""
"2442","partly","Adverb","“B1”","4","","","",""
"2443","damage","Verb","“B1”","4","","","",""
"2444","afterwards","Adverb","“B1”","4","","","",""
"2445","heavily","Adverb","“B1”","4","","","",""
"2446","sky","Noun","“B1”","4","","","",""
"2447","chairman","Noun","“B1”","4","","","",""
"2448","curriculum","Noun","“B1”","4","","","",""
"2449","emotional","Adjective","“B1”","4","","","",""
"2450","billion","Number","“B1”","4","","","",""
"2451","countryside","Noun","“B1”","4","","","",""
"2452","withdraw","Verb","“B1”","4","","","",""
"2453","genuine","Adjective","“B1”","4","","","",""
"2454","perception","Noun","“B1”","4","","","",""
"2455","minority","Noun","“B1”","4","","","",""
"2456","leaflet","Noun","“B1”","4","","","",""
"2457","allocate","Verb","“B1”","4","","","",""
"2458","layer","Noun","“B1”","4","","","",""
"2459","pure","Adjective","“B1”","4","","","",""
"2460","query","Noun","“B1”","4","","","",""
"2461","abandon","Verb","“B1”","4","","","",""
"2462","dramatic","Adjective","“B1”","4","","","",""
"2463","pension","Noun","“B1”","4","","","",""
"2464","proof","Noun","“B1”","4","","","",""
"2465","aside","Adverb","“B1”","4","","","",""
"2466","tiny","Adjective","“B1”","4","","","",""
"2467","enormous","Adjective","“B1”","4","","","",""
"2468","complain","Verb","“B1”","4","","","",""
"2469","script","Noun","“B1”","4","","","",""
"2470","empty","Adjective","“B1”","4","","","",""
"2471","odd","Adjective","“B1”","4","","","",""
"2472","negotiate","Verb","“B1”","4","","","",""
"2473","factory","Noun","“B1”","4","","","",""
"2474","ride","Noun","“B1”","4","","","",""
"2475","zone","Noun","“B1”","4","","","",""
"2476","assure","Verb","“B1”","4","","","",""
"2477","reserve","Noun","“B1”","4","","","",""
"2478","trace","Verb","“B1”","4","","","",""
"2479","rail","Noun","“B1”","4","","","",""
"2480","symptom","Noun","“B1”","4","","","",""
"2481","plot","Noun","“B1”","4","","","",""
"2482","gate","Noun","“B1”","4","","","",""
"2483","exclusive","Adjective","“B1”","4","","","",""
"2484","remarkable","Adjective","“B1”","4","","","",""
"2485","sharp","Adjective","“B1”","4","","","",""
"2486","welfare","Noun","“B1”","4","","","",""
"2487","retail","Adjective","“B1”","4","","","",""
"2488","valid","Adjective","“B1”","4","","","",""
"2489","schedule","Noun","“B1”","4","","","",""
"2490","sentence","Noun","“B1”","4","","","",""
"2491","architecture","Noun","“B1”","4","","","",""
"2492","matter","Verb","“B1”","4","","","",""
"2493","moral","Adjective","“B1”","4","","","",""
"2494","profession","Noun","“B1”","4","","","",""
"2495","recruit","Verb","“B1”","4","","","",""
"2496","criticism","Noun","“B1”","4","","","",""
"2497","soil","Noun","“B1”","4","","","",""
"2498","continuous","Adjective","“B1”","4","","","",""
"2500","everyday","Adjective","“B1”","4","","","",""
"2501","soldier","Noun","“B1”","4","","","",""
"2503","","Adjective","“B1”","4","","","",""
"2504","phrase","Noun","“B1”","4","","","",""
"2505","surgery","Noun","“B1”","4","","","",""
"2506","steal","Verb","“B1”","4","","","",""
"2507","reflection","Noun","“B1”","4","","","",""
"2508","laboratory","Noun","“B1”","4","","","",""
"2509","criminal","Adjective","“B1”","4","","","",""
"2510","dependent","Adjective","“B1”","4","","","",""
"2511","inspection","Noun","“B1”","4","","","",""
"2512","king","Noun","“B1”","4","","","",""
"2513","prison","Noun","“B1”","4","","","",""
"2514","folk","Noun","“B1”","4","","","",""
"2515","grade","Noun","“B1”","4","","","",""
"2516","imply","Verb","“B1”","4","","","",""
"2517","forest","Noun","“B1”","4","","","",""
"2518","unknown","Adjective","“B1”","4","","","",""
"2519","shift","Noun","“B1”","4","","","",""
"2520","block","Verb","“B1”","4","","","",""
"2521","measurement","Noun","“B1”","4","","","",""
"2522","executive","Noun","“B1”","4","","","",""
"2523","rest","Verb","“B1”","4","","","",""
"2524","adventure","Noun","“B1”","4","","","",""
"2525","enough","Pronoun","“B1”","4","","","",""
"2526","paint","Verb","“B1”","4","","","",""
"2527","concert","Noun","“B1”","4","","","",""
"2528","wing","Noun","“B1”","4","","","",""
"2529","copy","Verb","“B1”","4","","","",""
"2530","tale","Noun","“B1”","4","","","",""
"2531","spiritual","Adjective","“B1”","4","","","",""
"2532","steel","Noun","“B1”","4","","","",""
"2533","absolute","Adjective","“B1”","4","","","",""
"2534","tape","Noun","“B1”","4","","","",""
"2536","fascinating","Adjective","“B1”","4","","","",""
"2537","neighbour","Noun","“B1”","4","","","",""
"2538","motion","Noun","“B1”","4","","","",""
"2539","mixture","Noun","“B1”","4","","","",""
"2540","fellow","Adjective","“B1”","4","","","",""
"2541","promise","Noun","“B1”","4","","","",""
"2542","celebration","Noun","“B1”","4","","","",""
"2543","informal","Adjective","“B1”","4","","","",""
"2544","worth","Noun","“B1”","4","","","",""
"2545","classroom","Noun","“B1”","4","","","",""
"2546","percentage","Noun","“B1”","4","","","",""
"2547","compile","Verb","“B1”","4","","","",""
"2549","maker","Noun","“B1”","4","","","",""
"2550","educate","Verb","“B1”","4","","","",""
"2551","hit","Noun","“B1”","4","","","",""
"2552","settlement","Noun","“B1”","4","","","",""
"2553","gradually","Adverb","“B1”","4","","","",""
"2554","motor","Noun","“B1”","4","","","",""
"2555","extreme","Adjective","“B1”","4","","","",""
"2556","research","Verb","“B1”","4","","","",""
"2557","catalogue","Noun","“B1”","4","","","",""
"2559","vulnerable","Adjective","“B1”","4","","","",""
"2560","publisher","Noun","“B1”","4","","","",""
"2561","president","Noun","“B1”","4","","","",""
"2562","drama","Noun","“B1”","4","","","",""
"2563","attendance","Noun","“B1”","4","","","",""
"2564","emphasise","Verb","“B1”","4","","","",""
"2565","penalty","Noun","“B1”","4","","","",""
"2566","tourist","Noun","“B1”","4","","","",""
"2567","trading","Noun","“B1”","4","","","",""
"2568","symbol","Noun","“B1”","4","","","",""
"2569","model","Verb","“B1”","4","","","",""
"2570","custom","Noun","“B1”","4","","","",""
"2572","bone","Noun","“B1”","4","","","",""
"2573","indication","Noun","“B1”","4","","","",""
"2574","enthusiasm","Noun","“B1”","4","","","",""
"2575","gold","Noun","“B1”","4","","","",""
"2576","wherever","Conjunction","“B1”","4","","","",""
"2577","ultimate","Adjective","“B1”","4","","","",""
"2578","abuse","Noun","“B1”","4","","","",""
"2579","mixed","Adjective","“B1”","4","","","",""
"2580","possess","Verb","“B1”","4","","","",""
"2582","inch","Noun","“B1”","4","","","",""
"2584","south","Adverb","“B1”","4","","","",""
"2585","luck","Noun","“B1”","4","","","",""
"2586","frequency","Noun","“B1”","4","","","",""
"2587","lock","Verb","“B1”","4","","","",""
"2588","drawing","Noun","“B1”","4","","","",""
"2589","persuade","Verb","“B1”","4","","","",""
"2590","intellectual","Adjective","“B1”","4","","","",""
"2591","stretch","Verb","“B1”","4","","","",""
"2592","gun","Noun","“B1”","4","","","",""
"2593","lecture","Noun","“B1”","4","","","",""
"2594","offence","Noun","“B1”","4","","","",""
"2595","diet","Noun","“B1”","4","","","",""
"2596","adjust","Verb","“B1”","4","","","",""
"2597","concentration","Noun","“B1”","4","","","",""
"2598","discount","Noun","“B1”","4","","","",""
"2599","era","Noun","“B1”","4","","","",""
"2600","tone","Noun","“B1”","4","","","",""
"2601","hire","Verb","“B1”","4","","","",""
"2602","favourite","Noun","“B1”","4","","","",""
"2603","offering","Noun","“B1”","4","","","",""
"2604","possession","Noun","“B1”","4","","","",""
"2605","southern","Adjective","“B1”","4","","","",""
"2606","paragraph","Noun","“B1”","4","","","",""
"2607","disaster","Noun","“B1”","4","","","",""
"2608","thin","Adjective","“B1”","4","","","",""
"2609","rule","Verb","“B1”","4","","","",""
"2610","exact","Adjective","“B1”","4","","","",""
"2611","standing","Noun","“B1”","4","","","",""
"2612","sexual","Adjective","“B1”","4","","","",""
"2613","owe","Verb","“B1”","4","","","",""
"2614","western","Adjective","“B1”","4","","","",""
"2615","angle","Noun","“B1”","4","","","",""
"2616","advertise","Verb","“B1”","4","","","",""
"2617","prayer","Noun","“B1”","4","","","",""
"2618","transaction","Noun","“B1”","4","","","",""
"2619","registered","Adjective","“B1”","4","","","",""
"2620","journalist","Noun","“B1”","4","","","",""
"2621","bury","Verb","“B1”","4","","","",""
"2622","fit","Noun","“B1”","4","","","",""
"2623","log","Verb","“B1”","4","","","",""
"2624","kit","Noun","“B1”","4","","","",""
"2625","spectacular","Adjective","“B1”","4","","","",""
"2626","parish","Noun","“B1”","4","","","",""
"2627","substance","Noun","“B1”","4","","","",""
"2628","tie","Verb","“B1”","4","","","",""
"2629","basically","Adverb","“B1”","4","","","",""
"2630","inner","Adjective","“B1”","4","","","",""
"2631","seed","Noun","“B1”","4","","","",""
"2632","autumn","Noun","“B1”","4","","","",""
"2633","essay","Noun","“B1”","4","","","",""
"2634","grass","Noun","“B1”","4","","","",""
"2635","overlook","Verb","“B1”","4","","","",""
"2636","infection","Noun","“B1”","4","","","",""
"2637","crop","Noun","“B1”","4","","","",""
"2638","Poland","Noun","“B1”","4","","","",""
"2639","electric","Adjective","“B1”","4","","","",""
"2640","joy","Noun","“B1”","4","","","",""
"2641","secretary","Noun","“B1”","4","","","",""
"2642","lecture","Verb","“B1”","4","","","",""
"2643","passion","Noun","“B1”","4","","","",""
"2644","planet","Noun","“B1”","4","","","",""
"2645","double","Verb","“B1”","4","","","",""
"2646","intelligence","Noun","“B1”","4","","","",""
"2647","plane","Noun","“B1”","4","","","",""
"2648","regardless","Adverb","“B1”","4","","","",""
"2649","net","Noun","“B1”","4","","","",""
"2650","poster","Noun","“B1”","4","","","",""
"2651","chat","Verb","“B1”","4","","","",""
"2652","fishing","Noun","“B1”","4","","","",""
"2653","lawyer","Noun","“B1”","4","","","",""
"2654","pitch","Noun","“B1”","4","","","",""
"2655","recognize","Verb","“B1”","4","","","",""
"2656","revolution","Noun","“B1”","4","","","",""
"2657","holder","Noun","“B1”","4","","","",""
"2658","past","Preposition","“B1”","4","","","",""
"2659","Russian","Noun","“B1”","4","","","",""
"2660","league","Noun","“B1”","4","","","",""
"2661","Norway","Noun","“B1”","4","","","",""
"2662","Switzerland","Noun","“B1”","4","","","",""
"2663","ad","Noun","“B1”","4","","","",""
"2664","lifestyle","Noun","“B1”","4","","","",""
"2665","shoulder","Noun","“B1”","4","","","",""
"2666","alcohol","Noun","“B1”","4","","","",""
"2667","secret","Adjective","“B1”","4","","","",""
"2668","illegal","Adjective","“B1”","4","","","",""
"2669","slight","Adjective","“B1”","4","","","",""
"2670","manufacturing","Noun","“B1”","4","","","",""
"2671","surprised","Adjective","“B1”","4","","","",""
"2672","guitar","Noun","“B1”","4","","","",""
"2674","deeply","Adverb","“B1”","4","","","",""
"2675","indicator","Noun","“B1”","4","","","",""
"2676","musician","Noun","“B1”","4","","","",""
"2677","load","Verb","“B1”","4","","","",""
"2678","pleasant","Adjective","“B1”","4","","","",""
"2679","home","Adverb","“B1”","4","","","",""
"2680","manual","Adjective","“B1”","4","","","",""
"2681","episode","Noun","“B1”","4","","","",""
"2682","cable","Noun","“B1”","4","","","",""
"2683","north","Adverb","“B1”","4","","","",""
"2684","iron","Noun","“B1”","4","","","",""
"2685","estimate","Noun","“B1”","4","","","",""
"2686","dozen","Noun","“B1”","4","","","",""
"2687","suite","Noun","“B1”","4","","","",""
"2688","split","Verb","“B1”","4","","","",""
"2689","thoroughly","Adverb","“B1”","4","","","",""
"2690","removal","Noun","“B1”","4","","","",""
"2691","honour","Noun","“B1”","4","","","",""
"2692","personality","Noun","“B1”","4","","","",""
"2693","suit","Noun","“B1”","4","","","",""
"2694","beer","Noun","“B1”","4","","","",""
"2695","chart","Noun","“B1”","4","","","",""
"2697","politician","Noun","“B1”","4","","","",""
"2698","prime","Adjective","“B2”","3","","","",""
"2699","furniture","Noun","“B1”","4","","","",""
"2700","announcement","Noun","“B1”","4","","","",""
"2701","habit","Noun","“B1”","4","","","",""
"2702","patient","Adjective","“B1”","4","","","",""
"2703","aid","Verb","“B1”","4","","","",""
"2704","smooth","Adjective","“B1”","4","","","",""
"2706","reasonably","Adverb","“B1”","4","","","",""
"2707","stable","Adjective","“B1”","4","","","",""
"2709","secret","Noun","“B1”","4","","","",""
"2710","firstly","Adverb","“B1”","4","","","",""
"2711","decent","Adjective","“B1”","4","","","",""
"2712","peak","Noun","“B1”","4","","","",""
"2713","badly","Adverb","“B1”","4","","","",""
"2714","occasional","Adjective","“B1”","4","","","",""
"2715","hardware","Noun","“B1”","4","","","",""
"2716","convenient","Adjective","“B1”","4","","","",""
"2717","scan","Verb","“B1”","4","","","",""
"2719","fire","Verb","“B1”","4","","","",""
"2720","tune","Noun","“B1”","4","","","",""
"2721","tight","Adjective","“B1”","4","","","",""
"2722","occupation","Noun","“B1”","4","","","",""
"2723","cease","Verb","“B1”","4","","","",""
"2724","grateful","Adjective","“B1”","4","","","",""
"2725","spot","Verb","“B1”","4","","","",""
"2726","tutor","Noun","“B1”","4","","","",""
"2727","wish","Noun","“B1”","4","","","",""
"2728","hero","Noun","“B1”","4","","","",""
"2729","preference","Noun","“B1”","4","","","",""
"2730","wooden","Adjective","“B1”","4","","","",""
"2731","whenever","Conjunction","“B1”","4","","","",""
"2732","associate","Noun","“B1”","4","","","",""
"2733","layout","Noun","“B1”","4","","","",""
"2734","schedule","Verb","“B1”","4","","","",""
"2736","somehow","Adverb","“B1”","4","","","",""
"2737","salary","Noun","“B1”","4","","","",""
"2738","wildlife","Noun","“B1”","4","","","",""
"2739","portion","Noun","“B1”","4","","","",""
"2740","valley","Noun","“B1”","4","","","",""
"2741","vessel","Noun","“B1”","4","","","",""
"2742","receipt","Noun","“B1”","4","","","",""
"2743","clothing","Noun","“B1”","4","","","",""
"2744","illustration","Noun","“B1”","4","","","",""
"2745","sound","Adjective","“B1”","4","","","",""
"2746","automatic","Adjective","“B1”","4","","","",""
"2747","circuit","Noun","“B1”","4","","","",""
"2748","light","Verb","“B1”","4","","","",""
"2749","shock","Noun","“B1”","4","","","",""
"2750","waste","Verb","“B1”","4","","","",""
"2751","extended","Adjective","“B1”","4","","","",""
"2752","cancel","Verb","“B1”","4","","","",""
"2753","advance","Verb","“B1”","4","","","",""
"2754","house","Verb","“B1”","4","","","",""
"2755","tower","Noun","“B1”","4","","","",""
"2757","assembly","Noun","“B1”","4","","","",""
"2758","slip","Verb","“B1”","4","","","",""
"2759","Denmark","Noun","“B1”","4","","","",""
"2760","classical","Adjective","“B1”","4","","","",""
"2761","audio","Adjective","“B1”","4","","","",""
"2762","cheque","Noun","“B1”","4","","","",""
"2763","tube","Noun","“B1”","4","","","",""
"2764","surprising","Adjective","“B1”","4","","","",""
"2765","aircraft","Noun","“B1”","4","","","",""
"2766","confusion","Noun","“B1”","4","","","",""
"2767","mouse","Noun","“B1”","4","","","",""
"2768","contractor","Noun","“B1”","4","","","",""
"2769","imagination","Noun","“B1”","4","","","",""
"2770","realistic","Adjective","“B1”","4","","","",""
"2771","satisfaction","Noun","“B1”","4","","","",""
"2772","hell","Noun","“B1”","4","","","",""
"2773","territory","Noun","“B1”","4","","","",""
"2774","cinema","Noun","“B1”","4","","","",""
"2775","boss","Noun","“B1”","4","","","",""
"2776","win","Noun","“B1”","4","","","",""
"2777","electricity","Noun","“B1”","4","","","",""
"2778","strike","Noun","“B1”","4","","","",""
"2779","resort","Noun","“B1”","4","","","",""
"2780","tank","Noun","“B1”","4","","","",""
"2781","muscle","Noun","“B1”","4","","","",""
"2782","sand","Noun","“B1”","4","","","",""
"2783","consumption","Noun","“B1”","4","","","",""
